id,name,sex,year,form,house,tutor,dob,age_sept,heritage,home_language,eal,pupil_premium,sen_status,sen_primary_need,avg_working_grade,reading_age,best_subject,weakest_subject,attendance_pct,lates_this_term,behaviour_points,detentions,suspensions,behaviour_tier,attendance_concern,emotionally_based_school_avoidance,description
HAR1044,Adam Saleh,M,7,7B,Roding,Miss H. Prentice,2015-05-04,11.3,Arab,Arabic (Sudanese),Yes - fluent,Yes,None,,1.3,8y 1m,Maths,French,87.5,10,29,3,0,ok,True,False,"Adam Saleh is one of the lowest attainers in Year 7 and the department has run out of easy ideas. Sits on grade 1.3 overall. Teachers in Maths rate him highly, staff in French much less so. Reading age assessed at 8y 1m. Everything else follows from that. 29 behaviour points and 3 detentions, all for the same three things. Attendance 87.5% and falling. Weeks go by where nobody sees him. At home it's dad, who works two jobs, in a council flat on the fourth floor. Housing changed twice in the last two years and you can see it in the exercise books. Obsessed with drawing manga to the point of doing homework about it unprompted."
HAR1045,Ifeoma Adeyemi,F,7,7B,Roding,Miss H. Prentice,2014-12-01,11.8,Black African (Nigerian),Yoruba,Yes - developing,Yes,None,,2.0,8y 0m,English,French,95.8,4,62,5,1,mixed,False,False,"Ifeoma Adeyemi is significantly behind where she should be and the gap is widening every term. Average of 2.0 across the board, with a big spread between English and French. Literacy is the bottleneck: reading age 8y 0m and handwriting that she's embarrassed about. 62 behaviour points and 5 detentions, all for the same three things. Attendance sits at 95.8% with no unauthorised absence. Lives with mum, stepdad and a new baby above a shop on the parade. Supportive at home, but stretched thin. Goes to basketball every week without fail."
HAR1046,Sadman Chowdhury,M,7,7B,Roding,Miss H. Prentice,2015-08-08,11.1,British Bangladeshi,Sylheti,Yes - developing,Yes,None,,4.3,9y 9m,English,Maths,91.1,17,8,1,0,good,False,False,"Sadman Chowdhury is a grafter. Nothing comes easily but he keeps showing up and keeps trying. Average of 4.3 across the board, with a big spread between English and Maths. Nothing on the behaviour log worth reading - 8 points total. Attendance has slipped to 91.1% and there's a pattern of Monday mornings. Lives on the estate off Barking Road with mum, dad and four siblings. Housing changed twice in the last two years and you can see it in the exercise books. Spends every break on streaming on Twitch."
HAR1047,Leanne Harris,F,7,7B,Roding,Miss H. Prentice,2015-07-04,11.2,White British,English,No,No,None,,7.9,13y 2m,English,Maths,95.9,4,15,4,0,ok,False,False,"Leanne Harris sits near the front, works from the second the bell goes, and rarely needs telling twice. English is her best subject by a distance. Maths is the one her tutor has to chase every report. 15 points logged - low-level stuff: chatting, out of seat, phone on the desk. 95.9% attendance and always on time. Lives on the Chrisp Street area with an uncle who is also her named carer, in a council flat on the fourth floor. Supportive at home, but stretched thin. Runs photography club and takes it more seriously than most of the staff do. Referred to CAMHS, still on the waiting list."
HAR1048,Georgia Sparrow,F,7,7B,Roding,Miss H. Prentice,2014-11-14,11.8,White British,English,No,Yes,None,,4.5,11y 2m,Spanish,Science,94.5,1,6,0,0,good,False,False,"Georgia Sparrow is a grafter. Nothing comes easily but she keeps showing up and keeps trying. Average working grade 4.5. Spanish is well above the rest; Science is dragging the profile down. 6 points logged, every one of them for uniform or equipment rather than conduct. Attendance 94.5%, which the year team are keeping an eye on. Lives in a maisonette off the high street with both parents and an older brother. Parents' evening attendance is patchy, and it's shift work rather than a lack of interest. Talks about dog walking for money constantly, in and out of lesson."
HAR1049,Areeba Akhtar,F,7,7B,Roding,Miss H. Prentice,2015-03-18,11.5,British Pakistani,Pashto,Yes - fluent,Yes,None,,7.5,13y 1m,Maths,English,91.4,14,3,1,0,good,False,False,"Areeba Akhtar is one of the strongest students in Year 7, and staff talk about her as a genuine top-set kid. Currently 7.5 on average - on target in Maths, a full two grades off in English. Nothing on the behaviour log worth reading - 3 points total. Attendance 91.4%, which the year team are keeping an eye on. At home it's an uncle who is also her named carer, in a maisonette off the high street. Would rather be at school production than in any lesson and says so openly."
HAR1050,Maryam Iqbal,F,7,7B,Roding,Miss H. Prentice,2015-06-23,11.2,British Pakistani,Urdu,Yes - fluent,Yes,None,,4.5,9y 8m,Science,English,93.5,0,8,0,0,good,False,False,"Maryam Iqbal is a solid, steady student who does what's asked and not a great deal more. Average of 4.5 across the board, with a big spread between Science and English. 8 points logged, every one of them for uniform or equipment rather than conduct. Attendance 93.5%. Punctuality is the bigger problem: 0 lates this term. Home is in temporary accommodation with mum and her partner. The family are on the phone to the office constantly - engaged, if a bit much. Spends every break on cars and car spotting. Young carer - registered with the borough."
HAR1051,Jannatul Karim,F,7,7B,Roding,Miss H. Prentice,2015-04-06,11.4,British Bangladeshi,Sylheti,No,Yes,None,,6.1,11y 5m,History,Maths,95.6,4,17,3,0,ok,False,False,"Jannatul Karim sits mid-table across the board and is happy there, which frustrates her tutor. Currently 6.1 on average - on target in History, a full two grades off in Maths. 17 behaviour points, mostly talking, phones and being late to period one. 95.6% attendance and always on time. At home it's mum and three younger siblings, in a council flat on the fourth floor. Parents' evening attendance is patchy, and it's shift work rather than a lack of interest. Talks about Leyton Orient constantly, in and out of lesson."
HAR1052,Iqra Hussain,F,7,7B,Roding,Miss H. Prentice,2015-08-14,11.0,British Pakistani,Pashto,Yes - developing,Yes,None,,3.7,10y 1m,Maths,Design & Technology,93.0,2,23,2,0,ok,False,False,"Iqra Hussain is quiet to the point of being invisible in some lessons and staff have to make an effort to notice her. Reports are consistent: strong in Maths, weak in Design & Technology, average grade 3.7. 23 points. Nothing serious, but the pattern is talking over staff and refusing to move seats. Attendance has slipped to 93.0% and there's a pattern of Monday mornings. At home it's both parents, both working in the family business, in a house with a converted loft room. Runs gaming club and takes it more seriously than most of the staff do. Free school meals and school-funded uniform; family declined a food bank referral."
HAR1053,Klaudio Berisha,M,7,7B,Roding,Miss H. Prentice,2014-10-14,11.9,White Other (Albanian),Albanian,Yes - developing,Yes,None,,1.4,7y 9m,Art,English,63.5,4,9,4,0,ok,True,True,"Klaudio Berisha is anxious, capable and constantly convinced he's failing when he isn't. Average working grade 1.4. Art is well above the rest; English is dragging the profile down. Reading age of 7y 9m against a chronological age of 11y 10m, which is the root of most of it. 9 behaviour points and 4 detentions, all for the same three things. 63.5% attendance. The school has issued a formal warning and a penalty notice is on the table. Lives on the Carpenters Estate with mum, dad and grandad, in a house with a converted loft room. Quietly good at pigeons, which nobody at school knew until Year 9."
HAR1054,Halima Aden,F,7,7B,Roding,Miss H. Prentice,2015-04-13,11.4,Black African (Somali),Somali,Yes - developing,Yes,None,,7.7,12y 0m,Maths,Science,97.4,0,11,1,0,ok,False,False,"Halima Aden is one of the strongest students in Year 7, and staff talk about her as a genuine top-set kid. Maths is her best subject by a distance. Science is the one her tutor has to chase every report. 11 points. Nothing serious, but the pattern is talking over staff and refusing to move seats. Attendance 97.4%. The only absences are medical and always covered by a note. Home is in a maisonette off the high street with grandmother as main carer. The family are on the phone to the office constantly - engaged, if a bit much. One of the leaders in photography club; it's the one place she's consistently brilliant."
HAR1055,Ashton Wright,M,7,7B,Roding,Miss H. Prentice,2014-11-25,11.8,White British,English,No,Yes,None,,7.2,13y 5m,Maths,English,100.0,4,14,2,0,ok,False,False,"Ashton Wright sits near the front, works from the second the bell goes, and rarely needs telling twice. Average of 7.2 across the board, with a big spread between Maths and English. 14 points logged - low-level stuff: chatting, out of seat, phone on the desk. Attendance 100.0% - never an issue. Home is in temporary accommodation with mum and a disabled younger brother. Spends every break on FIFA and Call of Duty."
HAR1056,Harjit Kapoor,M,7,7B,Roding,Miss H. Prentice,2015-05-04,11.3,British Indian,Punjabi,No,No,None,,6.5,11y 7m,English,Science,65.0,20,109,15,1,poor,True,True,"Harjit Kapoor is anxious, capable and constantly convinced he's failing when he isn't. Average of 6.5 across the board, with a big spread between English and Science. 109 behaviour points and 1 suspension. Refuses to accept a sanction from anyone he hasn't decided he likes. Attendance 65.0% and falling. Weeks go by where nobody sees him. Lives on the flats behind the Roman Road with mum and a disabled younger brother. Parents' evening attendance is patchy, and it's shift work rather than a lack of interest. Big into drill and UK rap. On a pastoral support plan after a difficult autumn term."
HAR1057,Adaeze Okafor,F,7,7B,Roding,Miss H. Prentice,2015-05-22,11.3,Black African (Nigerian),Igbo,Yes - fluent,No,None,,1.8,8y 0m,Art,Science,82.8,17,209,18,0,poor,True,False,"Adaeze Okafor has a temper that goes from nought to shouting in about four seconds. Currently 1.8 on average - on target in Art, a full two grades off in Science. Reading age of 8y 0m against a chronological age of 11y 3m, which is the root of most of it. 209 points, 18 detentions and 0 fixed-term suspensions. Last one was for calling a member of SLT a bitch in front of a Year 7 class. Attendance 82.8%. Two attendance meetings held, one missed by the family. Lives in a two-bed flat with grandmother as main carer. Obsessed with Tottenham to the point of doing homework about it unprompted."
HAR1058,Deepa Sekhon,F,7,7B,Roding,Miss H. Prentice,2015-06-23,11.2,British Indian,Malayalam,Yes - fluent,Yes,None,,3.6,8y 11m,Science,Design & Technology,89.5,19,8,0,0,good,True,False,"Deepa Sekhon is pleasant, chatty and easily distracted, but the work gets done in the end. Reports are consistent: strong in Science, weak in Design & Technology, average grade 3.6. Reading age of 8y 11m against a chronological age of 11y 2m, which is the root of most of it. Behaviour record is spotless: 8 points on the system all year. Attendance has slipped to 89.5% and there's a pattern of Monday mornings. Lives on the Carpenters Estate with dad, who works two jobs. Runs YouTube/editing club and takes it more seriously than most of the staff do. Mentored by the school's attendance and inclusion lead."
HAR1059,Natalia Wojcik,F,7,7B,Roding,Miss H. Prentice,2015-02-06,11.6,White Other (Polish),Polish,Yes - fluent,No,None,,2.8,8y 10m,Science,English,98.6,0,31,4,0,mixed,False,False,"Natalia Wojcik is one of the lowest attainers in Year 7 and the department has run out of easy ideas. Science is her best subject by a distance. English is the one her tutor has to chase every report. Reading age of 8y 10m against a chronological age of 11y 6m, which is the root of most of it. 31 behaviour points, mostly talking, phones and being late to period one. Attendance sits at 98.6% with no unauthorised absence. Lives on the houses off Green Street with mum, dad and grandad. English isn't the main language at home, so letters get read by an older sibling. Spends every break on Arsenal."
